,Unnamed: 0,nid,title,price,ps_sort,price_section,sales,comments,isFee,isTmall,province,city,storeName,detailUrl
88,88,599898882367,迪巧小儿补钙片维生素d3儿童碳酸钙女性男青年孕妇乳钙铁锌口溶液,89.0,1,"(50,100]",5000,12119,是,是,浙江,金华,迪巧保健食品旗舰店,//detail.tmall.com/item.htm?id=599898882367&ns=1&abbucket=10
89,89,623796018757,汤臣倍健健乐多维生素b族片vb维b复合维生素b群男女性,58.0,1,"(50,100]",5000,1080,是,是,北京,北京,汤臣倍健霸天下专卖店,//detail.tmall.com/item.htm?id=623796018757&ns=1&abbucket=10
90,90,542510921766,swisse澳洲进口钙片维生素DVD150粒补钙易吸收中老年成人孕妇钙片,108.0,2,"(100,150]",5000,43288,是,是,浙江,宁波,阿里健康海外旗舰店,//detail.tmall.com/item.htm?id=542510921766&ns=1&abbucket=10
91,91,601027894800,【阿里健康官方】FANCL复合多种维生素B族片VB群维生素B2 60粒,59.0,1,"(50,100]",5000,7339,否,是,浙江,宁波,阿里健康海外旗舰店,//detail.tmall.com/item.htm?id=601027894800&ns=1&abbucket=10
92,92,542120405588,养生堂牌天然维生素C咀嚼片vc片 850mg/片*70片 增强免疫力,89.0,1,"(50,100]",5000,18907,是,是,浙江,杭州,养生堂旗舰店,//detail.tmall.com/item.htm?id=542120405588&ns=1&abbucket=10
93,93,544403660984,恒健维生素B6片1000片脂溢性皮炎呕吐唇干裂维生素缺乏症营养不良,36.0,0,"(0,50]",5000,13067,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=544403660984&ns=1&abbucket=10
94,94,45013908545,美国童年时光维生素C甜橙王子婴儿童维C宝宝VC三驾马车,126.4,2,"(100,150]",4990,57293,是,是,浙江,宁波,童年时光海外旗舰店,//detail.tmall.com/item.htm?id=45013908545&ns=1&abbucket=10
95,95,13951260622,汤臣倍健多种维生素矿物质片男士青年钙片碳酸钙官网旗舰店补锌硒,148.0,2,"(100,150]",4978,19905,是,是,广东,广州,汤臣倍健官方旗舰店,//detail.tmall.com/item.htm?id=13951260622&ns=1&abbucket=10
96,96,596429555488,买2送1】黄金搭档B族维生素片VB复合维生素B男女性b1 b6 b2 b3 b5,45.0,0,"(0,50]",4971,33013,是,是,江苏,无锡,黄金搭档官方旗舰店,//detail.tmall.com/item.htm?id=596429555488&ns=1&abbucket=10
97,97,13324051920,汤臣倍健女士复合多种维生素A矿物质片钙片碳酸钙女性成人旗舰店,148.0,2,"(100,150]",4904,17643,是,是,广东,广州,汤臣倍健官方旗舰店,//detail.tmall.com/item.htm?id=13324051920&ns=1&abbucket=10
98,98,617455351635,修正碳酸钙青少年生长15学生厘米神器钙片成年没激素长高个子产品,79.9,1,"(50,100]",4897,3040,是,是,浙江,杭州,修正官方旗舰店,//detail.tmall.com/item.htm?id=617455351635&ns=1&abbucket=10
99,99,559462451675,3瓶]汤臣倍健褪黑素片安瓶助改善失眠安深度睡眠片神退褪黑色素片,86.0,1,"(50,100]",4884,35742,是,是,上海,上海,汤臣倍健健领专卖店,//detail.tmall.com/item.htm?id=559462451675&ns=1&abbucket=10
100,100,591774514218,力生 复合维生素B片100片/盒 维生素缺乏症脚气矿物质缺乏症厌食,6.4,0,"(0,50]",4867,16213,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=591774514218&ns=1&abbucket=10
101,101,543490112212,恒健维生素C片VC 维C100片补充维生素C妊娠呕吐发少发黄vc片药用,5.0,0,"(0,50]",4847,67115,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=543490112212&ns=1&abbucket=10
102,102,600736789855,康纽莱 B族维生素片 复合维生素b vb b1 b2 b6 喝酒加班熬夜常备,29.9,0,"(0,50]",4838,15609,是,是,广东,广州,康纽莱保健品旗舰店,//detail.tmall.com/item.htm?id=600736789855&ns=1&abbucket=10
103,103,584337149554,汤臣倍健维生素E软胶囊ve可外用涂脸脸部油乳搭vc片,48.0,0,"(0,50]",4820,29933,是,是,上海,上海,汤臣倍健健领专卖店,//detail.tmall.com/item.htm?id=584337149554&ns=1&abbucket=10
104,104,538371509722,拜耳力度伸维C泡腾片30片橙味增强抵抗力补充维生素C感冒vc片泡腾,65.0,1,"(50,100]",4807,25431,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=538371509722&ns=1&abbucket=10
105,105,612043986009,丽贵lilcritters进口小熊软糖宝宝多维c小黄人儿童复合多种维生素,188.0,3,"(150,200]",4771,944,是,是,上海,上海,lilcritters海外旗舰店,//detail.tmall.com/item.htm?id=612043986009&ns=1&abbucket=10
106,106,581983485872,【保税仓发货】老爸评测d3滴剂ddrops测评维生素d3婴幼儿VD90滴,104.0,2,"(100,150]",4686,35247,是,否,浙江,金华,daddylab,//item.taobao.com/item.htm?id=581983485872&ns=1&abbucket=10#detail
107,107,559063108028,5瓶12元】维福佳维生素C片100片 预防坏血病辅助治疗传染病VC,7.4,0,"(0,50]",4644,1007,是,是,江苏,南京,上元堂大药房旗舰店,//detail.tmall.com/item.htm?id=559063108028&ns=1&abbucket=10
108,108,560405751006,【买60片赠60片】养生堂vb复合维生素b族多种维生素b1b2b6b12,108.0,2,"(100,150]",4635,15087,是,是,浙江,杭州,养生堂旗舰店,//detail.tmall.com/item.htm?id=560405751006&ns=1&abbucket=10
109,109,559146947076,养生堂天然维生素E软胶囊100粒vc15片维生素c正品增强免疫力美容,99.0,1,"(50,100]",4597,35418,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=559146947076&ns=1&abbucket=10
110,110,623629777656,仁和钙维生素D咀嚼片青少年儿童成长钙片补碳酸钙男长高学生产品,39.9,0,"(0,50]",4578,4864,是,是,江西,抚州,麦瓴保健食品专营店,//detail.tmall.com/item.htm?id=623629777656&ns=1&abbucket=10
111,111,596959552708,御信堂维生素E软胶囊嫩白补充VE内外用涂抹脸面部可搭配VC 拍1发3,108.0,2,"(100,150]",4577,24721,是,是,山东,威海,海纳百川食品专营店,//detail.tmall.com/item.htm?id=596959552708&ns=1&abbucket=10
112,112,611126949938,【直营】泰国进口PATAR葩塔VC维生素C咀嚼片1000粒儿童维他命vc片,78.0,1,"(50,100]",4540,6143,是,是,上海,上海,天猫国际进口超市国内现货,//detail.tmall.com/item.htm?id=611126949938&ns=1&abbucket=10
113,113,578222736572,【正品】澳洲cenovis萃益维维生素c咀嚼片美白无糖VC片300粒/瓶,99.0,1,"(50,100]",4516,14832,是,是,浙江,杭州,cenovis海外旗舰店,//detail.tmall.com/item.htm?id=578222736572&ns=1&abbucket=10
114,114,559266983286,5盒20包邮】维福佳 维生素B6片 100片 b6缺乏症 脂溢性皮炎唇干裂,8.6,0,"(0,50]",4516,1219,是,是,江苏,南京,上元堂大药房旗舰店,//detail.tmall.com/item.htm?id=559266983286&ns=1&abbucket=10
115,115,587028068815,21金维他复合维生素E+C咀嚼片60片多维维生素C多种女性VE维他命C,59.8,1,"(50,100]",4507,2736,是,是,浙江,杭州,21金维他旗舰店,//detail.tmall.com/item.htm?id=587028068815&ns=1&abbucket=10
116,116,585801042777,雅博人 ve维E软胶囊100粒VE内服维生素e涂脸脸部油搭VCvc含片鱼油,29.9,0,"(0,50]",4481,11616,是,是,广东,广州,雅博人旗舰店,//detail.tmall.com/item.htm?id=585801042777&ns=1&abbucket=10
117,117,619963319233,御信堂维生素E软胶囊嫩白补充VE内外用涂抹脸面部可搭配VC,39.0,0,"(0,50]",4471,4456,是,是,山东,威海,御信堂保健食品旗舰店,//detail.tmall.com/item.htm?id=619963319233&ns=1&abbucket=10
118,118,559172135125,美国 Baby Ddrops 婴儿维生素D3 宝宝补钙滴剂400IU 2.5ml 90滴,109.0,2,"(100,150]",4461,31529,是,是,浙江,宁波,阿里健康海外旗舰店,//detail.tmall.com/item.htm?id=559172135125&ns=1&abbucket=10
119,119,10798603202,康恩贝维生素E软胶囊ve油外用面部维e外涂脸脸部搭美容祛斑保健品,39.9,0,"(0,50]",4261,68139,是,是,浙江,金华,康恩贝官方旗舰店,//detail.tmall.com/item.htm?id=10798603202&ns=1&abbucket=10
120,120,612099534461,中粮可益康天灿维生素C咀嚼片1.0g/片*100片 含片成人补充维生素C,39.9,0,"(0,50]",4231,3298,是,是,江苏,无锡,欧施凯食品专营店,//detail.tmall.com/item.htm?id=612099534461&ns=1&abbucket=10
121,121,537179965372,汤臣倍健复合多种维生素A钙片碳酸钙男青年B12b族维c片官方旗舰店,128.0,2,"(100,150]",4125,11679,是,是,北京,北京,汤臣倍健众华朗臣专卖店,//detail.tmall.com/item.htm?id=537179965372&ns=1&abbucket=10
122,122,615930322763,海王0.8g/片*100片维生素c甜橙味咀嚼片维他命C含片男女VC片维片,19.9,0,"(0,50]",4025,860,是,是,浙江,杭州,海王奔腾专卖店,//detail.tmall.com/item.htm?id=615930322763&ns=1&abbucket=10
123,123,615425990247,买2送1修正维生素C咀嚼片vc片维他命c含片成人男女高含量维c搭ve,9.9,0,"(0,50]",3971,11607,是,是,浙江,杭州,修正官方旗舰店,//detail.tmall.com/item.htm?id=615425990247&ns=1&abbucket=10
124,124,544299909418,2盒】达因伊可新维生素AD滴剂(胶囊型)0-1岁50粒婴幼儿儿童抽筋,124.0,2,"(100,150]",3908,15813,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=544299909418&ns=1&abbucket=10
125,125,606197641198,维生素E软胶囊 可面部外用VE 淡化痘印延缓衰老  维e胶囊维他命E,19.9,0,"(0,50]",3890,3200,是,是,浙江,杭州,长生谷滋补养生专营店,//detail.tmall.com/item.htm?id=606197641198&ns=1&abbucket=10
126,126,618844043338,康恩贝维生素b族维b复合vb多种b1片b12熬夜b6女性b2女士男维生b,35.0,0,"(0,50]",3882,2148,是,是,浙江,杭州,米恒保健食品专营店,//detail.tmall.com/item.htm?id=618844043338&ns=1&abbucket=10
127,127,43805266505,买2送1买3送2改善睡眠修正牌褪黑素胶囊安瓶安神助眠褪黑色素胶囊,45.0,0,"(0,50]",3836,60986,是,是,浙江,杭州,修正官方旗舰店,//detail.tmall.com/item.htm?id=43805266505&ns=1&abbucket=10
128,128,621322147067,vitabiotics多维片复合维生素 女性矿物质片维生素b族月见草胶囊,79.0,1,"(50,100]",3801,1089,是,是,浙江,杭州,vitabiotics保健品海外旗,//detail.tmall.com/item.htm?id=621322147067&ns=1&abbucket=10
129,129,559477827478,vc汤臣倍健维生素c咀嚼片男女维C维他命C含片搭天然VE粉泡腾泡片,98.0,1,"(50,100]",3694,17842,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=559477827478&ns=1&abbucket=10
130,130,44868569115,养生堂牌天然维生素C咀嚼片vc片 850mg/片*130片 增强免疫力,148.0,2,"(100,150]",3670,18775,是,是,浙江,杭州,养生堂旗舰店,//detail.tmall.com/item.htm?id=44868569115&ns=1&abbucket=10
131,131,573119944498,低至4元/盒】维福佳 维生素B6片 100片 脂溢性皮炎唇干裂妊娠呕吐,8.6,0,"(0,50]",3635,968,是,是,广东,广州,康爱多大药房旗舰店,//detail.tmall.com/item.htm?id=573119944498&ns=1&abbucket=10
132,132,618410916016,康恩贝维生素e软胶囊ve油外用面部补充维e涂脸脸部美容祛斑保健品,39.9,0,"(0,50]",3619,1991,是,是,浙江,金华,康恩贝官方旗舰店,//detail.tmall.com/item.htm?id=618410916016&ns=1&abbucket=10
133,133,545608391230,汤臣倍健葡萄籽VC片维生素C加E抗氧化保健品非澳洲胶原蛋白粉胶囊,168.0,3,"(150,200]",3618,21048,是,是,北京,北京,汤臣倍健众华朗臣专卖店,//detail.tmall.com/item.htm?id=545608391230&ns=1&abbucket=10
134,134,626209589753,益体健水果味儿童多种维生素软糖VC钙原果汁休闲糖果qq糖网红零食,25.1,0,"(0,50]",3605,1038,是,是,广东,广州,益体健旗舰店,//detail.tmall.com/item.htm?id=626209589753&ns=1&abbucket=10
135,135,523161412901,汤臣倍健液体钙软胶囊碳酸钙维生素DK成人男女补钙片,94.0,1,"(50,100]",3578,42155,否,是,上海,上海,天猫超市,//detail.tmall.com/item.htm?id=523161412901&ns=1&abbucket=10
136,136,599628797270,jamieson健美生维生素C咀嚼片进口天然VC片混合浆果味60片 2瓶装,99.0,1,"(50,100]",3535,677,是,是,湖北,武汉,jamieson健美生旗舰店,//detail.tmall.com/item.htm?id=599628797270&ns=1&abbucket=10
137,137,544202656156,妙手维生素B2片1000片舌炎脂溢性皮炎嘴唇干裂维生素缺乏症口角炎,17.6,0,"(0,50]",3534,17420,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=544202656156&ns=1&abbucket=10
138,138,544602591037,加拿大ddrops维生素D3滴剂婴幼儿液体补钙防90滴2.5ml婴儿宝宝,115.0,2,"(100,150]",3500,60091,是,是,浙江,杭州,天猫国际进口超市,//detail.tmall.com/item.htm?id=544602591037&ns=1&abbucket=10
139,139,538051139577,汤臣倍健维生素b族片复合维生素b2b6b12男女性官方旗舰店vb1族,142.0,2,"(100,150]",3471,39108,是,是,上海,上海,汤臣倍健健领专卖店,//detail.tmall.com/item.htm?id=538051139577&ns=1&abbucket=10
140,140,608204929690,纽斯葆维生素C片提免疫100片维CVC含片非咀嚼片vc片成人维生素c片,104.9,2,"(100,150]",3385,10224,是,是,广东,广州,纽斯葆旗舰店,//detail.tmall.com/item.htm?id=608204929690&ns=1&abbucket=10
141,141,611201056037,阿里健康维C泡腾片固体饮料维生素c维他命VC冲**甜橙儿童成人,19.9,0,"(0,50]",3305,3213,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=611201056037&ns=1&abbucket=10
142,142,545213203714,养生堂牌天然维生素E软胶囊200粒ve内服外用正品美容祛斑延缓衰老,148.0,2,"(100,150]",3304,30039,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=545213203714&ns=1&abbucket=10
143,143,594334872812,红桃K 维生素C果胶软糖维C植物凝胶易嚼糖果儿童成人VC维C不含糖,24.8,0,"(0,50]",3288,9954,是,是,湖北,武汉,红桃k官方旗舰店,//detail.tmall.com/item.htm?id=594334872812&ns=1&abbucket=10
144,144,595304504374,拍3发400粒】升级维生素E软胶囊正品搭vc天然ve维e油外用涂脸面部,8.9,0,"(0,50]",3280,13327,是,是,吉林,长春,岚卡保健品专营店,//detail.tmall.com/item.htm?id=595304504374&ns=1&abbucket=10
145,145,542304880030,XINWUFENG 谷维素片10mg*100片/瓶 维生素缺乏症更年期综合症紧张,12.5,0,"(0,50]",3278,8457,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=542304880030&ns=1&abbucket=10
146,146,540651744011,汤臣倍健多种儿童维生素c咀嚼片钙铁锌复合元素片增强vb族免疫力,121.0,2,"(100,150]",3269,19599,是,是,江苏,南京,汤臣倍健佰健专卖店,//detail.tmall.com/item.htm?id=540651744011&ns=1&abbucket=10
147,147,625033187420,南京同仁堂 维生素b多种复合维生素b族片vb咀嚼片b1 b2 b6 b12维b,42.9,0,"(0,50]",3248,1345,是,是,湖南,衡阳,乐家老铺丰赢专卖店,//detail.tmall.com/item.htm?id=625033187420&ns=1&abbucket=10
148,148,531815006391,elevit爱乐维复合维生素孕妇叶酸片天猫孕妇备孕助怀孕调理爱维乐,378.0,7,"(350,400]",3213,10061,是,是,广东,广州,拜耳健康消费品旗舰店,//detail.tmall.com/item.htm?id=531815006391&ns=1&abbucket=10
149,149,45013920220,童年时光多维锌 儿童复合维生素23种 多种维生素  婴幼儿宝宝补锌,182.4,3,"(150,200]",3163,40068,是,是,浙江,宁波,童年时光海外旗舰店,//detail.tmall.com/item.htm?id=45013920220&ns=1&abbucket=10
150,150,594037660018,杰瑞婷维生素C咀嚼片 天然VE软胶囊 vc含片配钙维D成人补钙100片,19.9,0,"(0,50]",3130,23131,是,是,北京,北京,华达杰瑞保健食品专营,//detail.tmall.com/item.htm?id=594037660018&ns=1&abbucket=10
151,151,556399807447,澳洲进口swisse斯维诗钙片150粒vd维生素D中老年成人孕妇钙娘娘钙,135.0,2,"(100,150]",3074,15402,是,是,浙江,宁波,阿里健康海外旗舰店,//detail.tmall.com/item.htm?id=556399807447&ns=1&abbucket=10
152,152,589740606345,300粒修正牌维生素E软胶囊维e外用涂脸脸部面部ve搭vc片维生素C,79.8,1,"(50,100]",3039,26827,是,是,浙江,杭州,修正官方旗舰店,//detail.tmall.com/item.htm?id=589740606345&ns=1&abbucket=10
153,153,520906396313,【2瓶装】修正B族维生素片复合维生素b 维b b1 b2 b6 b12熬夜常备,68.0,1,"(50,100]",3014,10671,是,是,浙江,杭州,修正官方旗舰店,//detail.tmall.com/item.htm?id=520906396313&ns=1&abbucket=10
154,154,615233847455,钙尔奇女性钙片钙铁锌维生素C维生素K片30粒女钙新品,71.1,1,"(50,100]",2929,3671,是,是,广东,广州,钙尔奇官方旗舰店,//detail.tmall.com/item.htm?id=615233847455&ns=1&abbucket=10
155,155,579155670237,2盒惠氏官方钙尔奇碳酸钙d孕妇成人哺乳期补钙维生素D3中老年钙片,158.4,3,"(150,200]",2929,578,是,是,广东,广州,惠氏药品旗舰店,//detail.tmall.com/item.htm?id=579155670237&ns=1&abbucket=10
156,156,604579195575,碳酸钙维生素D3胶囊儿童青少年成人孕妇长中老年腿抽筋高液体钙片,19.9,0,"(0,50]",2923,2437,是,是,河南,商丘,天使艾美旗舰店,//detail.tmall.com/item.htm?id=604579195575&ns=1&abbucket=10
157,157,43882535606,童年时光有机d3滴剂婴幼儿baby维生素d儿童vd3婴儿宝宝drops助长,126.4,2,"(100,150]",2907,0,是,是,浙江,宁波,童年时光海外旗舰店,//detail.tmall.com/item.htm?id=43882535606&ns=1&abbucket=10
158,158,617902180476,swisse钙片维生素d3澳洲进口娘娘孕妇钙维D成人中老年青少年长高,99.0,1,"(50,100]",2840,6054,是,是,湖南,长沙,湖南恒康大药房旗舰店,//detail.tmall.com/item.htm?id=617902180476&ns=1&abbucket=10
159,159,45802959113,修正 钙加维生素D软胶囊60粒 成人中老年补钙片旗舰店官网正品,19.9,0,"(0,50]",2833,8289,是,是,浙江,金华,修正官方旗舰店,//detail.tmall.com/item.htm?id=45802959113&ns=1&abbucket=10
160,160,601113864834,8.9元抢买3送1】维生素e软胶囊维e外用乳油ve面部天ve搭维生素c然,8.9,0,"(0,50]",2827,5528,是,是,山东,东营,融创保健食品专营店,//detail.tmall.com/item.htm?id=601113864834&ns=1&abbucket=10
161,161,563659789336,5盒33】维福佳复合维生素b片otc 100片补充vb营养不良治脚气包邮,7.0,0,"(0,50]",2803,583,是,是,江苏,南京,上元堂大药房旗舰店,//detail.tmall.com/item.htm?id=563659789336&ns=1&abbucket=10
162,162,567231415659,善存多种复合维生素矿物质80片含维生素ceb女士成人官方旗舰店,198.0,3,"(150,200]",2742,10759,是,是,广东,广州,善存官方旗舰店,//detail.tmall.com/item.htm?id=567231415659&ns=1&abbucket=10
163,163,522934549599,Cenovis维生素C无糖咀嚼精华片维他命成人VC含片男女澳洲维c300粒,144.0,2,"(100,150]",2738,27301,是,是,澳大利亚,澳大利亚,chemistwarehouse海外旗舰,//detail.tmall.com/item.htm?id=522934549599&ns=1&abbucket=10
164,164,544231464287,颐康金维多维元素片(21)80片补充维生素矿物质发育迟缓手足抽搐,15.9,0,"(0,50]",2735,10592,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=544231464287&ns=1&abbucket=10
165,165,544429977815,白敬宇复合维生素B片100片/瓶营养不良维生素缺乏症厌食发育迟缓,10.0,0,"(0,50]",2713,6446,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=544429977815&ns=1&abbucket=10
166,166,537923848495,汤臣倍健女士复合多种维生素a钙片碳酸钙女性补钙成年综合c片B族,128.0,2,"(100,150]",2689,7494,是,是,北京,北京,汤臣倍健众华朗臣专卖店,//detail.tmall.com/item.htm?id=537923848495&ns=1&abbucket=10
167,167,593564341311,3盒装】星鲨维生素D滴剂（胶囊型）30粒维生素DVD佝偻病儿童补钙,135.0,2,"(100,150]",2680,2553,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=593564341311&ns=1&abbucket=10
168,168,520624531813,星鲨维生素d婴儿d3星鲨d3钙维生素d3胶囊d3维生素星沙d3,225.0,4,"(200,250]",2675,482,是,是,安徽,合肥,国胜大药房旗舰店,//detail.tmall.com/item.htm?id=520624531813&ns=1&abbucket=10
169,169,614192369019,泰国进口PATAR葩塔正品VC维生素C咀嚼片1000粒儿童维他命vc片糖果,68.9,1,"(50,100]",2639,12046,是,否,广东,深圳,mryuan,//item.taobao.com/item.htm?id=614192369019&ns=1&abbucket=10#detail
170,170,571625170279,美国ddrops维生素婴儿童d3滴剂1岁以上幼儿宝宝vd3补钙剂维d 600,79.0,1,"(50,100]",2619,21077,是,否,上海,上海,yufang0188,//item.taobao.com/item.htm?id=571625170279&ns=1&abbucket=10#detail
171,171,40404683150,美国baby ddrops维生素婴儿童d3滴剂宝宝新生幼儿滴vd3补钙剂维d,81.0,1,"(50,100]",2617,26018,是,否,上海,上海,yufang0188,//item.taobao.com/item.htm?id=40404683150&ns=1&abbucket=10#detail
172,172,559921654454,钙尔奇钙片碳酸钙中老年人成年男女性补钙官方官网旗舰店维生素d3,101.0,2,"(100,150]",2610,19778,是,是,上海,上海,铸塔保健品专营店,//detail.tmall.com/item.htm?id=559921654454&ns=1&abbucket=10
173,173,597368638711,修正维生素E软胶囊天然内服外用涂脸面部VE胶囊搭祛痘印祛斑霜VC,39.8,0,"(0,50]",2605,5909,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=597368638711&ns=1&abbucket=10
174,174,611969973970,益普利生维生素c咀嚼片100片/瓶vc片维生素c维生素e含片vb维c片ZY,11.9,0,"(0,50]",2597,3146,是,是,山东,济南,益普利生官方旗舰店,//detail.tmall.com/item.htm?id=611969973970&ns=1&abbucket=10
